;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
10141;femenino;comercio;LEGUMBRERIA;doce de octubre no.1;1;6.0;17/05/2019;4500000;microempresarial
10142;masculino;servicio;BARBERIA;la mansion;3;8.0;11/05/2018;5000000;microempresarial
10143;femenino;industria;FABRICA DE ;belen;2;16.0;14/08/2017;7300000;microempresarial
10144;masculino;comercio;legumbreria;florencia;3;5.0;12/07/2016;6000000;microempresarial
10145;MASCULINO;comercio;papeleria;campo valdes no. 1;2;4.0;29/04/2016;3000000;microempresarial
10146;masculino;comercio;variedades;las palmas;2;90.0;15/04/2016;6890000;microempresarial
10147;masculino;comercio;panaderia;castilla;3;5.0;23/11/2017;7300000;microempresarial
10148;femenino;industria;fabrica de ;robledo;2;7.0;25/02/2016;6500000;microempresarial
10149;femenino;comercio;almacen de ropa en ;robledo;2;7.0;4/08/2016;2500000;microempresarial
10150;masculino;comercio;comidas rapidas;francisco antonio zea;03;5.0;22/02/2019;8000000;microempresarial
10151;masculino;comercio;comidas rapidas;aranjuez;3;4.0;2018/12/20;6000000;microempresarial
10152;femenino;comercio;tienda;Moravia;01;4.0;7/02/2018;7800000;microempresarial
10153;masculino;servicio;mantenimiento en ;castilla;3;5.0;24/09/2018;7800000;MICROEMPRESARIAL
10154;masculino;industria;fabrica de ;aranjuez;2;4.0;26/05/2016;6500000;microempresarial
10155;masculino;comercio;variedades;cabecera san antonio ;3;80.0;5/06/2018;2100000;microempresarial
10156;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;8/06/2018;7000000;MICROEMPRESARIAL
10157;femenino;comercio;variedades;belencito;2;13.0;2016/04/26;6890000;microempresarial
10158;femenino;comercio;almacen de ropa en ;aures no. 2;2;7.0;7/10/2016;6800000;microempresarial
10159;femenino;comercio;almacen de ropa en ;centro admtivo;3;10.0;31/10/2017;2000000;microempresarial
10160;femenino;servicio;GIMNASIO;manrique central no. 1;1;4.0;2/08/2018;7500000;microempresarial
10161;masculino;industria;Ebanistaria;aranjuez;1;4.0;20/10/2017;7370000;microempresarial
10162;femenino;comercio;papeleria;Enciso;2;8.0;4/11/2016;4000000;microempresarial
10163;MASCULINO;servicio;Recreativo-Educativo;boyaca;3;5.0;22/12/2016;6000000;microempresarial
10164;femenino;comercio;miscelanea;belencito;2;13.0;4/04/2017;7000000;microempresarial
10165;femenino;comercio;comidas rapidas;bosques de san pablo;2;7.0;31/01/2017;7377000;microempresarial
10166;femenino;comercio;miscelanea;campo valdes no. 2;3;3.0;2019/04/5;7800000;microempresarial
10167;femenino;comercio;tienda;barrio caicedo;2;9.0;15/09/2016;6890000;microempresarial
10168;masculino;comercio;comidas rapidas;altavista;2;16.0;22/06/2018;5000000;microempresarial
10169;masculino;industria;fabrica de ;san javier no.1;1;13.0;8/05/2017;7377000;microempresarial
10170;FEMENINO;comercio;venta de calzado;popular;2;1.0;24/02/2017;6894000;microempresarial
10171;femenino;comercio;productos de belleza;robledo;2;7.0;5/06/2018;$ 6,000,000.00;microempresarial
10172;femenino;industria;fabrica de ;el salvador;3;9.0;21/01/2019;4000000;microempresarial
10173;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;5/08/2016;4000000;microempresarial
10174;masculino;servicio;cafe e internet;andalucia;2;2.0;25/05/2018;7800000;microempresarial
10175;femenino;comercio;papeleria;belen;2;16.0;31/10/2017;7377000;microempresarial
10176;femenino;comercio;tienda;cabecera san cristobal;2;60.0;16/02/2018;4000000;microempresarial
10177;femenino;industria;fabrica de ;robledo;1;7.0;26/09/2016;6800000;microempresarial
10178;femenino;servicio;variedades;20 de julio;1;13.0;2018/06/14;7800000;MICROEMPRESARIAL
10179;femenino;servicio;peluqueria;andalucia;1;2.0;16/07/2018;$ 7,800,000.00;microempresarial
10180;MASCULINO;comercio;sembrados;cabecera san cristobal;2;60.0;12/09/2017;1500000;microempresarial
10181;femenino;comercio;variedades;buenos aires;2;9.0;16/02/2017;3500000;microempresarial
10182;femenino;comercio;legumbreria;villatina;2;8.0;4/10/2017;3000000;microempresarial
10183;masculino;comercio;FABRICA DE ;santo domingo savio ;1;1.0;5/06/2019;4000000;microempresarial
10184;femenino;comercio;variedades;san jose de la cima no. ;2;3.0;15/02/2018;7000000;microempresarial
10185;masculino;comercio;variedades;popular;2;1.0;23/07/2018;7800000;microempresarial
10186;masculino;comercio;fabrica de ;robledo;2;7.0;4/12/2018;7000000;microempresarial
10187;femenino;industria;fabrica de ;loma de los bernal;2;16.0;18/05/2018;6500000;microempresarial
10188;femenino;comercio;miscelanea;tejelo;3;5.0;10/07/2018;7800000;MICROEMPRESARIAL
10189;femenino;Industria;fabrica de ;manrique central no. 1;2;4.0;16/02/2018;7800000;MICROEMPRESARIAL
10190;masculino;servicio;productos de belleza;aranjuez;02;4.0;29/10/2018;7800000;microempresarial
10191;femenino;COMERCIO;cafeteria;moravia;2;4.0;28/02/2018;3000000;microempresarial
10192;masculino;industria;fabrica de ;aranjuez;3;4.0;10/02/2017;6500000;microempresarial
10193;femenino;comercio;fabrica de ;aranjuez;2;4.0;27/03/2017;3000000;microempresarial
10194;masculino;COMERCIO;comidas rapidas;belen;3;16.0;18/03/2019;6000000;microempresarial
10195;femenino;comercio;variedades;la milagrosa;3;9.0;1/03/2017;7000000;microempresarial
10196;femenino;industria;fabrica de ;popular;01;1.0;3/07/2018;7000000;microempresarial
10197;masculino;comercio;distribuidora de ;el pinal;1;8.0;2016/04/12;27000000;EMPRESARIAL ED. 
10198;femenino;servicio;peluqueria;la milagrosa;3;9.0;9/03/2017;7377000;microempresarial
10199;femenino;industria;fabrica de ;buenos aires;3;9.0;3/10/2018;7800000;microempresarial
10200;masculino;comercio;taller de electronica;buenos aires;2;9.0;5/06/2017;2500000;microempresarial
10201;femenino;industria;fabrica de ;cabecera_san_cristobal;2;60.0;25/07/2018;$ 2,000,000.00;microempresarial
10202;masculino;comercio;peluqueria;manrique central no. 1;3;4.0;21/11/2017;7377000;microempresarial
10203;masculino;comercio;variedades;campo valdes no. 1;3;4.0;2018/03/7;7000000;microempresarial
10204;masculino;comercio;restaurante;miranda;2;4.0;11/10/2018;6000000;microempresarial
10205;femenino;comercio;cafeteria;el chagualo;3;10.0;26/07/2017;7000000;microempresarial
10206;femenino;comercio;legumbreria;manrique central no. 2;2;3.0;14/04/2016;6000000;microempresarial
10207;femenino;comercio;comidas rapidas;popular;2;1.0;13/02/2018;7800000;microempresarial
10208;masculino;comercio;fabrica de ceramica;guayabal;3;15.0;24/04/2017;7377170;microempresarial
10209;femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;6/04/2018;7000000;microempresarial
10210;femenino;servicio;cafe e internet;manrique central no. 2;1;3.0;6/05/2016;6800000;microempresarial
10211;femenino;comercio;variedades;manrique central no. 1;2;4.0;5/07/2017;6080000;microempresarial
10212;masculino;servicio;barberia;granizal;2;1.0;11/05/2018;7800000;microempresarial
10213;masculino;servicio;taller de electronica;robledo;2;7.0;27/02/2018;5000000;microempresarial
10214;femenino;industria;fabrica de ;pedregal;3;6.0;10/05/2018;7800000;microempresarial
10215;femenino;comercio;variedades;doce de octubre no.1;2;6.0;11/04/2016;1000000;microempresarial
10216;masculino;servicio;variedades;buenos aires;1;9.0;8/03/2018;5000000;microempresarial
10217;femenino;servicio;productos de belleza;santa lucia;2;12.0;15/09/2016;6000000;microempresarial
10218;femenino;comercio;variedades;robledo;2;7.0;2/10/2017;3000000;microempresarial
10219;masculino;comercio;recreativo-educativo;robledo;2;7.0;14/03/2016;6890000;microempresarial
10220;femenino;comercio;bares;manrique central no. 1;1;4.0;29/03/2017;7000000;microempresarial
10221;femenino;comercio;almacen de ropa en ;popular;2;1.0;2/05/2017;7000000;microempresarial
10222;femenino;comercio;almacen de ropa en ;villa del socorro;2;2.0;24/08/2017;7300000;microempresarial
10223;femenino;comercio;comidas rapidas;el compromiso;1;1.0;21/02/2018;7800000;microempresarial
10224;femenino;comercio;almacen de ropa en ;la esperanza;1;6.0;12/04/2018;1200000;microempresarial
10225;femenino;;peluqueria;la loma;2;60.0;30/04/2018;6000000;microempresarial
10226;masculino;comercio;variedades;aranjuez;2;3.0;30/10/2018;7800000;microempresarial
10227;masculino;comercio;comidas rapidas;playon de los ;3;2.0;4/07/2018;7800000;microempresarial
10228;masculino;servicio;servicios ;san javier no.1;3;13.0;27/06/2018;7800000;microempresarial
10229;femenino;comercio;variedades;robledo;2;7.0;23/11/2016;5000000;microempresarial
10230;femenino;comercio;variedades;calasanz;2;12.0;8/11/2018;3000000;microempresarial
10231;masculino;servicio;mantenimiento en ;buenos aires;3;9.0;23/01/2018;7800000;microempresarial
10232;masculino;comercio;variedades;andalucia;2;2.0;17/03/2016;3500000;microempresarial
10233;femenino;comercio;tienda;aranjuez;2;4.0;9/05/2018;7800000;microempresarial
10234;femenino;industria;fabrica de ;castilla;2;5.0;21/11/2017;7300000;microempresarial
10235;femenino;comercio;tienda;manrique central no. 1;2;4.0;31/01/2018;2500000;microempresarial
10236;femenino;industria;fabrica de ;san pablo;2;1.0;4/03/2016;4000000;microempresarial
10237;masculino;servicio;variedades;belen;3;16.0;28/05/2018;5000000;microempresarial
10238;masculino;comercio;papeleria;boston;2;10.0;18/08/2017;3000000;microempresarial
10239;masculino;servicio;mantenimiento en ;manrique oriental;2;3.0;24/08/2018;3000000;microempresarial
10240;femenino;comercio;variedades;moravia;2;4.0;5/04/2018;2500000;microempresarial
10241;femenino;comercio;papeleria;cabecera san antonio ;1;80.0;9/11/2016;1500000;microempresarial
10242;femenino;comercio;cafe e internet;belen;3;16.0;27/01/2017;30000000;empresarial ed. 
10243;femenino;comercio;variedades;villa hermosa;2;8.0;4/12/2017;7000000;microempresarial
10244;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;5/07/2018;7800000;microempresarial
10245;femenino;industria;fabrica de ;villatina;2;8.0;15/03/2016;6890000;microempresarial
10246;masculino;comercio;comidas rapidas;andalucia;2;2.0;30/05/2017;73777000;microempresarial
10247;masculino;servicio;peluqueria;moravia;2;4.0;23/08/2018;2296739;microempresarial
10248;femenino;servicio;fabrica de ;doce de octubre no.1;2;6.0;17/07/2018;6000000;microempresarial
10249;femenino;industria;fabrica de alimentos;cabecera san antonio ;3;80.0;27/07/2017;6000000;microempresarial
10250;masculino;industria;fabrica de ;manrique central no. 1;3;4.0;26/08/2016;1000000;microempresarial
10251;masculino;servicio;cafe e internet;miranda;2;4.0;7/09/2016;6000000;microempresarial
10252;masculino;comercio;variedades;doce de octubre no.2;2;6.0;13/01/2017;7000000;microempresarial
10253;femenino;industria;viveros ;cabecera san antonio ;2;80.0;22/02/2019;8200000;microempresarial
10254;femenino;comercio;variedades;aranjuez;2;4.0;9/05/2017;4000000;microempresarial
10255;femenino;industria;fabrica de ;llanaditas;3;10.0;7/11/2018;700000;microempresarial
10256;masculino;comercio;ferreteria;cabecera san cristobal;2;60.0;11/08/2016;3000000;microempresarial
10257;femenino;comercio;comidas rapidas;playon de los ;2;2.0;9/03/2018;4000000;microempresarial
10258;femenino;industria;fabrica de ;la milagrosa;3;9.0;22/09/2016;6890000;microempresarial
10259;femenino;industria;fabrica de ;20 de julio;1;13.0;20/05/2016;2000000;microempresarial
10260;femenino;comercio;licorera;buenos aires;1;9.0;23/04/2018;3000000;microempresarial
10261;femenino;comercio;tienda;campo valdes no. 1;3;4.0;7/06/2019;8000000;microempresarial
10262;masculino;servicio;lavadero de ;robledo;3;7.0;7/02/2017;2500000;microempresarial
10263;femenino;comercio;tienda;aranjuez;3;4.0;5/09/2017;3000000;microempresarial
10264;femenino;comercio;variedades;moravia;1;4.0;16/03/2016;6000000;microempresarial
10265;masculino;comercio;comidas rapidas;sucre;2;8.0;27/04/2018;2000000;microempresarial
10266;masculino;comercio;variedades;centro admtivo;3;10.0;9/04/2018;7800000;microempresarial
10267;masculino;comercio;comidas rapidas;manrique central no. 2;2;3.0;11/04/2016;5000000;microempresarial
10268;femenino;servicio;tienda;castilla;3;5.0;18/08/2017;7300000;microempresarial
10269;masculino;comercio;fabrica de alimentos;manrique central no. 2;2;3.0;12/07/2016;6000000;microempresarial
10270;femenino;comercio;peluqueria;pablo vi;2;2.0;25/01/2018;6000000;microempresarial
10271;masculino;comercio;tienda;san javier no.1;3;13.0;17/10/2017;7300000;microempresarial
10272;femenino;servicio;cafe e internet;manrique central no. 2;2;3.0;8/08/2016;3000000;microempresarial
10273;femenino;comercio;tienda;llanaditas;1;8.0;5/04/2016;6890000;microempresarial
10274;femenino;comercio;tienda;manrique central no. 1;1;4.0;30/11/2017;6000000;microempresarial
10275;femenino;comercio;variedades;cabecera san cristobal;2;60.0;7/11/2017;3500000;microempresarial
10276;masculino;servicio;peluqueria;manrique central no. 2;1;3.0;4/11/2016;6890000;microempresarial
10277;masculino;comercio;comidas rapidas;santa elena central;1;90.0;3/07/2018;4000000;microempresarial
10278;masculino;industria;fabrica de ;santander;2;6.0;17/08/2017;7370000;microempresarial
10279;femenino;comercio;peluqueria;manrique oriental;3;3.0;21/06/2016;4000000;microempresarial
10280;femenino;comercio;recreativo-educativo;bel¿n;3;16.0;15/02/2016;6890000;microempresarial
10281;femenino;comercio;taller de mecanica;;2;9.0;4/05/2018;6000000;microempresarial
10282;femenino;industria;fabrica de ;las esmeraldas;2;4.0;6/03/2018;3000000;microempresarial
10283;femenino;servicio;peluqueria;belencito;1;13.0;2/08/2018;6000000;microempresarial
10284;femenino;comercio;variedades;santo domingo savio ;1;1.0;23/05/2018;4000000;microempresarial
10285;femenino;comercio;restaurante;guayabal;3;15.0;6/06/2017;7377000;microempresarial
10286;femenino;comercio;variedades;picacho;2;6.0;20/04/2017;5000000;microempresarial
10287;femenino;comercio;variedades;robledo;2;7.0;20/11/2018;4500000;microempresarial
10288;femenino;comercio;tienda;moravia;2;8.0;7/05/2018;4000000;microempresarial
10289;masculino;industria;fabrica de ;buenos aires;3;9.0;26/01/2018;3000000;microempresarial
10290;masculino;industria;fabrica de ;campo valdes no. 1;3;4.0;31/05/2019;7500000;microempresarial
10291;femenino;comercio;tienda;popular;2;1.0;9/08/2017;7000000;microempresarial
10292;masculino;servicio;restaurante;robledo;3;7.0;24/04/2019;8280000;microempresarial
10293;femenino;servicio;peluqueria;san javier no.1;3;13.0;1/08/2018;7600000;microempresarial
10294;femenino;comercio;tienda;boyaca;1;5.0;19/09/2016;4000000;microempresarial
10295;femenino;comercio;tienda;cabecera san antonio ;1;80.0;25/04/2016;6000000;microempresarial
10296;masculino;comercio;variedades;buenos aires;3;9.0;5/06/2018;7800000;microempresarial
10297;femenino;servicio;bares;kennedy;2;6.0;24/10/2017;7377000;microempresarial
10298;femenino;comercio;charcuteria;popular;2;1.0;13/02/2017;6890000;microempresarial
10299;femenino;comercio;almacen de ropa en ;las palmas;3;10.0;5/10/2017;7000000;microempresarial
10300;femenino;industria;fabrica de ;robledo;2;7.0;18/10/2018;5000000;microempresarial
10301;femenino;comercio;variedades;buenos aires;3;9.0;20/06/2017;1000000;microempresarial
10302;femenino;comercio;cerrajeria;cabecera san cristobal;3;60.0;30/06/2017;7377000;microempresarial
10303;masculino;;tienda;andalucia;2;2.0;13/02/2018;6500000;microempresarial
10304;femenino;servicio;peluqueria;belalcazar;3;5.0;18/04/2017;7300000;microempresarial
10305;femenino;industria;fabrica de ;picachito;1;6.0;7/12/2016;6890000;microempresarial
10306;masculino;servicio;cafe e internet;robledo;2;7.0;12/04/2018;7000000;microempresarial
10307;femenino;industria;fabrica de ;santo domingo savio ;2;1.0;12/06/2018;5000000;microempresarial
10308;masculino;industria;fabrica de calzado;castilla;3;5.0;10/08/2018;7800000;microempresarial
10309;femenino;servicio;mantenimiento en ;san joaquin;3;11.0;9/08/2018;7800000;microempresarial
10310;femenino;comercio;variedades;manrique central no. 1;2;4.0;28/11/2018;6000000;microempresarial
10311;femenino;comercio;variedades;juan pablo ii;1;9.0;25/10/2018;5000000;microempresarial
10312;femenino;comercio;variedades;playon de los ;2;2.0;11/10/2018;6000000;microempresarial
10313;masculino;industria;fabrica de ;el salvador;3;9.0;18/08/2016;6890000;microempresarial
10314;femenino;servicio;peluqueria;belen;2;9.0;26/05/2017;60000000;microempresarial
10315;masculino;comercio;fabrica de ;manrique oriental;2;3.0;5/10/2016;2000000;microempresarial
10316;masculino;industria;fabrica de traperos;belen;2;16.0;29/05/2019;5000000;microempresarial
10317;femenino;industria;reciclaje;andalucia;2;2.0;2/10/2017;22000000;juridica y cap.semilla
10318;masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;31/03/2017;1000000;agropecuaria
10319;masculino;agropecuaria;criadero de animales ;manrique central no. 1;1;4.0;4/08/2017;7000000;microempresarial
10320;masculino;industria;fabrica de calzado;castilla;3;5.0;23/07/2018;7600000;microempresarial
10321;masculino;industria;cafeteria;belen;2;16.0;26/09/2018;3000000;microempresarial
10322;femenino;servicio;variedades;cabecera san cristobal;1;13.0;16/05/2019;2500000;microempresarial
10323;femenino;industria;fabrica de ;cabecera san antonio ;3;80.0;3/05/2017;7377000;microempresarial
10324;masculino;comercio;comidas rapidas;campo valdes no. 1;2;4.0;29/10/2018;782000;microempresarial
10325;femenino;industria;fabrica de ;popular;1;1.0;9/04/2019;8000000;microempresarial
10326;masculino;servicio;barberia;el socorro;2;13.0;27/06/2016;3300000;microempresarial
10327;femenino;servicio;productos de belleza;robledo;3;7.0;12/07/2017;7323000;microempresarial
10328;femenino;industria;fabrica de ;la milagrosa;3;9.0;10/07/2017;7000000;microempresarial
10329;femenino;industria;fabrica de ;picacho;1;6.0;26/07/2017;6000000;microempresarial
10330;femenino;industria;fabrica de ;enciso;1;8.0;3/05/2017;5000000;microempresarial
10331;femenino;industria;fabrica de ;doce de octubre no.1;1;6.0;28/11/2016;5000000;microempresarial
10332;femenino;comercio;papeleria;santa cruz;2;2.0;15/11/2016;1800000;microempresarial
10333;femenino;industria;fabrica de ;sucre;3;8.0;5/08/2016;3000000;microempresarial
10334;femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;6/02/2018;7000000;microempresarial
